age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y 
40,unemployed,married,secondary,no,1289,no,no,cellular,26,260,2,-1,0,unknown,no
31,admin.,single,secondary,no,1,no,no,cellular,9,236,1,-1,0,unknown,no
41,blue-collar,married,primary,no,509,yes,no,unknown,30,146,3,-1,0,unknown,no
43,blue-collar,married,secondary,no,0,yes,no,cellular,8,440,1,-1,0,unknown,no
45,management,married,tertiary,no,1932,yes,no,cellular,17,146,1,-1,0,unknown,no
30,management,single,tertiary,no,358,yes,no,unknown,19,88,51,-1,0,unknown,no
39,entrepreneur,married,primary,no,13930,yes,no,cellular,25,337,2,-1,0,unknown,no
39,entrepreneur,married,secondary,yes,0,no,no,unknown,6,119,4,-1,0,unknown,no
32,technician,single,tertiary,no,388,no,no,cellular,29,250,3,-1,0,unknown,yes
43,retired,single,primary,no,140,no,yes,telephone,9,52,1,-1,0,unknown,no
35,management,married,tertiary,no,1380,no,no,cellular,23,155,1,-1,0,unknown,yes
34,blue-collar,married,secondary,no,0,yes,yes,cellular,7,175,4,-1,0,unknown,no
27,blue-collar,married,secondary,no,373,yes,no,unknown,4,49,1,-1,0,unknown,no
37,management,divorced,tertiary,yes,-1,yes,yes,cellular,7,101,1,349,1,failure,no
53,technician,divorced,primary,no,7290,yes,no,unknown,30,153,1,-1,0,unknown,no
24,admin.,single,secondary,no,60,yes,no,cellular,16,417,2,-1,0,unknown,no
60,admin.,married,secondary,no,4120,yes,yes,unknown,30,422,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,17,yes,no,unknown,19,153,14,-1,0,unknown,no
27,admin.,married,secondary,no,0,yes,no,cellular,6,837,1,-1,0,unknown,yes
35,technician,single,tertiary,no,3552,no,no,cellular,21,267,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,1704,no,no,unknown,11,179,4,-1,0,unknown,no
42,technician,married,tertiary,no,14282,yes,no,cellular,6,649,4,-1,0,unknown,yes
45,blue-collar,married,unknown,no,1529,yes,no,cellular,13,181,1,197,1,success,yes
46,technician,divorced,secondary,no,111,yes,no,cellular,19,178,3,183,2,other,no
36,services,married,secondary,no,488,yes,no,cellular,6,220,5,-1,0,unknown,no
31,blue-collar,single,secondary,no,1207,yes,no,cellular,17,163,2,-1,0,unknown,no
30,technician,married,secondary,no,274,yes,yes,cellular,21,105,5,102,2,failure,no
42,blue-collar,married,primary,no,3405,yes,no,unknown,15,221,2,-1,0,unknown,no
30,technician,single,secondary,no,23,yes,no,unknown,9,137,1,-1,0,unknown,no
62,retired,married,secondary,no,2801,yes,yes,cellular,9,261,1,183,1,success,yes
69,retired,married,unknown,no,426,no,no,telephone,10,211,2,185,2,success,yes
37,technician,married,secondary,no,1458,no,no,cellular,30,281,1,-1,0,unknown,yes
35,services,married,tertiary,no,4655,no,no,cellular,9,111,2,-1,0,unknown,no
56,services,married,secondary,no,4763,yes,no,telephone,20,233,4,115,6,failure,no
30,admin.,single,secondary,no,294,yes,yes,cellular,21,527,1,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,228,yes,no,cellular,5,105,1,-1,0,unknown,no
31,blue-collar,single,primary,no,538,yes,no,cellular,14,703,4,-1,0,unknown,no
52,blue-collar,married,primary,no,1524,no,no,cellular,3,1007,6,-1,0,unknown,yes
39,management,single,tertiary,no,3281,no,no,unknown,9,90,4,-1,0,unknown,no
55,self-employed,divorced,secondary,no,1530,no,no,cellular,2,166,1,216,1,other,no
36,housemaid,married,secondary,no,409,yes,no,cellular,8,104,2,-1,0,unknown,no
57,management,married,primary,no,772,yes,no,telephone,8,201,1,292,1,failure,no
39,admin.,divorced,secondary,no,442,yes,no,cellular,2,204,2,257,2,other,no
40,management,married,tertiary,no,194,no,yes,cellular,29,189,2,-1,0,unknown,no
29,admin.,divorced,secondary,no,-254,yes,no,cellular,14,406,2,-1,0,unknown,yes
41,admin.,married,secondary,no,1309,yes,no,unknown,14,568,1,-1,0,unknown,no
27,management,single,tertiary,yes,1414,yes,no,cellular,2,95,1,-1,0,unknown,no
38,self-employed,divorced,secondary,no,2674,yes,no,unknown,19,163,2,-1,0,unknown,no
63,management,married,tertiary,no,5112,no,no,telephone,10,255,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,365,yes,yes,cellular,20,63,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,1,no,no,unknown,5,669,3,-1,0,unknown,no
33,services,married,secondary,no,554,yes,no,cellular,29,162,2,258,1,other,no
33,technician,single,tertiary,no,3827,no,no,cellular,20,359,1,-1,0,unknown,no
56,retired,married,secondary,no,-1,yes,no,unknown,2,45,1,-1,0,unknown,no
40,blue-collar,single,unknown,no,29,no,no,telephone,7,118,2,-1,0,unknown,no
54,entrepreneur,divorced,tertiary,no,20527,no,no,telephone,20,66,1,-1,0,unknown,no
35,technician,married,secondary,no,1092,no,no,cellular,18,132,1,360,1,failure,no
34,admin.,single,unknown,no,2434,yes,no,unknown,6,218,4,-1,0,unknown,no
49,technician,married,secondary,no,652,no,no,cellular,17,198,2,-1,0,unknown,no
30,management,single,tertiary,no,5561,yes,no,cellular,19,511,1,-1,0,unknown,yes
42,blue-collar,married,unknown,no,-406,yes,no,cellular,30,152,5,-1,0,unknown,no
45,housemaid,married,primary,no,7353,no,no,cellular,13,536,2,-1,0,unknown,no
33,housemaid,married,primary,no,580,no,no,cellular,6,209,2,-1,0,unknown,no
43,technician,married,secondary,no,310,yes,no,unknown,29,291,1,-1,0,unknown,no
43,blue-collar,single,primary,no,181,yes,no,cellular,7,174,1,343,2,failure,no
41,technician,married,secondary,no,3275,yes,no,cellular,18,121,1,168,1,other,no
47,management,married,tertiary,no,1147,no,no,cellular,27,204,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,247,no,yes,cellular,6,204,2,214,1,failure,no
34,technician,single,secondary,no,18777,yes,no,cellular,18,535,1,-1,0,unknown,no
31,blue-collar,married,primary,no,591,yes,no,unknown,14,287,3,-1,0,unknown,no
30,blue-collar,single,primary,no,459,yes,no,cellular,17,439,1,-1,0,unknown,no
42,management,single,tertiary,no,7560,no,no,cellular,28,132,1,-1,0,unknown,yes
50,technician,divorced,secondary,no,0,yes,no,cellular,14,109,3,92,3,failure,no
38,admin.,married,tertiary,no,4297,no,no,cellular,7,206,2,-1,0,unknown,yes
31,blue-collar,married,secondary,no,152,yes,yes,cellular,8,831,1,-1,0,unknown,yes
41,blue-collar,married,secondary,no,992,yes,yes,cellular,5,335,1,295,3,failure,no
48,management,married,tertiary,no,1175,yes,no,telephone,18,1476,3,-1,0,unknown,no
26,blue-collar,single,secondary,no,-29,yes,no,cellular,10,998,4,-1,0,unknown,yes
26,blue-collar,married,secondary,no,0,yes,no,cellular,6,320,3,-1,0,unknown,no
49,entrepreneur,married,primary,no,137,yes,no,cellular,14,384,7,-1,0,unknown,no
54,technician,divorced,secondary,no,21,yes,no,unknown,6,381,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,1000,yes,no,unknown,12,1268,2,-1,0,unknown,yes
38,unemployed,married,primary,no,7005,yes,no,cellular,25,696,1,202,2,success,yes
33,management,single,tertiary,no,134,no,no,cellular,18,79,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,1698,yes,yes,cellular,21,239,2,-1,0,unknown,no
31,management,married,tertiary,no,4328,no,no,cellular,12,203,4,165,14,success,yes
57,management,married,secondary,no,2155,no,yes,cellular,10,144,3,91,2,failure,yes
26,services,single,secondary,no,302,yes,no,unknown,9,210,1,-1,0,unknown,no
19,student,single,secondary,no,1803,no,no,cellular,23,124,1,105,1,failure,no
40,technician,single,secondary,no,398,yes,no,cellular,15,642,1,-1,0,unknown,no
35,management,single,tertiary,no,996,no,no,unknown,20,17,2,-1,0,unknown,no
35,management,married,tertiary,no,0,yes,no,cellular,20,197,4,30,1,failure,no
54,unemployed,single,secondary,no,380,no,no,cellular,17,696,2,-1,0,unknown,yes
44,blue-collar,married,primary,no,401,yes,no,cellular,18,41,1,-1,0,unknown,no
31,blue-collar,single,primary,no,859,yes,no,unknown,2,80,1,-1,0,unknown,no
39,management,single,tertiary,no,5047,no,no,cellular,29,218,4,-1,0,unknown,yes
73,retired,married,unknown,no,519,no,no,telephone,16,434,1,57,1,failure,yes
32,services,married,secondary,no,687,no,no,cellular,14,415,3,296,2,other,no
41,management,divorced,tertiary,no,5037,no,no,cellular,23,252,9,185,5,other,yes
45,housemaid,married,secondary,no,870,no,yes,unknown,19,258,2,-1,0,unknown,no
52,services,married,primary,no,1625,no,no,cellular,8,459,2,-1,0,unknown,yes
31,blue-collar,married,secondary,no,1005,no,no,cellular,4,429,2,-1,0,unknown,no
38,self-employed,married,primary,no,618,no,no,cellular,9,184,1,-1,0,unknown,no
55,blue-collar,married,primary,no,9997,no,no,cellular,8,118,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,-339,yes,no,unknown,8,389,2,-1,0,unknown,no
55,management,married,tertiary,no,1713,no,no,cellular,27,88,5,-1,0,unknown,no
52,blue-collar,married,secondary,no,5614,yes,no,unknown,20,177,3,-1,0,unknown,no
50,management,married,tertiary,no,19447,yes,yes,cellular,21,166,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,167,yes,no,cellular,10,255,1,-1,0,unknown,yes
73,retired,divorced,secondary,no,7111,yes,no,cellular,12,284,1,182,1,success,no
35,unemployed,married,primary,no,3285,no,no,cellular,21,1555,2,-1,0,unknown,yes
37,technician,single,secondary,no,267,no,no,cellular,13,121,1,-1,0,unknown,no
39,admin.,single,secondary,no,238,yes,no,cellular,15,417,1,-1,0,unknown,no
51,management,married,tertiary,no,469,no,no,cellular,14,491,1,182,3,success,yes
37,blue-collar,married,primary,no,1720,yes,no,unknown,2,118,1,-1,0,unknown,no
47,management,single,tertiary,no,0,yes,no,cellular,19,50,2,-1,0,unknown,no
83,housemaid,married,primary,no,2140,no,no,cellular,6,109,3,276,8,other,no
49,blue-collar,married,primary,no,408,no,no,cellular,12,559,4,-1,0,unknown,yes
27,self-employed,married,tertiary,no,10005,yes,no,cellular,14,163,3,271,2,failure,no
48,services,married,secondary,no,116,yes,no,telephone,20,70,4,-1,0,unknown,no
48,management,married,secondary,no,0,yes,no,telephone,23,90,2,-1,0,unknown,no
62,housemaid,married,secondary,no,2,no,no,cellular,3,322,1,-1,0,unknown,yes
33,technician,single,secondary,no,0,no,no,cellular,22,208,1,-1,0,unknown,no
43,admin.,single,secondary,no,250,yes,no,cellular,4,390,2,-1,0,unknown,no
52,blue-collar,married,primary,no,4015,yes,no,unknown,15,493,2,-1,0,unknown,no
31,admin.,single,secondary,no,150,yes,yes,unknown,13,431,2,-1,0,unknown,no
51,blue-collar,married,primary,no,63,yes,yes,cellular,31,87,4,-1,0,unknown,no
48,services,single,secondary,no,0,yes,yes,cellular,5,334,1,-1,0,unknown,no
27,blue-collar,single,secondary,no,381,yes,no,cellular,18,143,1,-1,0,unknown,no
55,blue-collar,married,primary,no,2896,no,no,unknown,17,138,3,-1,0,unknown,no
38,admin.,divorced,tertiary,no,86,yes,no,unknown,6,218,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,19,yes,no,cellular,4,56,1,271,1,other,no
63,blue-collar,married,secondary,no,180,no,no,cellular,15,390,2,182,5,success,yes
50,admin.,single,secondary,no,167,no,yes,cellular,28,201,3,-1,0,unknown,no
41,technician,married,tertiary,no,67,yes,no,cellular,19,814,1,-1,0,unknown,yes
53,admin.,divorced,secondary,no,-163,yes,no,cellular,17,344,2,343,2,other,no
35,blue-collar,married,secondary,no,1287,yes,no,cellular,14,330,2,-1,0,unknown,no
23,student,single,unknown,no,854,yes,no,unknown,28,664,2,-1,0,unknown,yes
51,technician,married,tertiary,no,4455,no,no,telephone,14,85,4,-1,0,unknown,no
39,admin.,divorced,tertiary,no,1087,no,yes,cellular,23,85,2,-1,0,unknown,no
54,blue-collar,divorced,primary,no,8180,no,no,unknown,19,312,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,5,yes,no,unknown,26,175,2,-1,0,unknown,no
33,admin.,single,secondary,no,375,yes,no,cellular,17,151,1,-1,0,unknown,no
27,technician,married,secondary,no,58,yes,no,unknown,28,82,1,-1,0,unknown,no
34,admin.,single,secondary,no,391,yes,no,unknown,9,192,2,-1,0,unknown,no
45,entrepreneur,divorced,tertiary,no,0,yes,no,unknown,13,170,1,-1,0,unknown,no
39,admin.,married,secondary,no,0,no,no,telephone,12,256,4,-1,0,unknown,no
30,management,single,secondary,no,186,yes,no,cellular,20,235,3,-1,0,unknown,no
55,housemaid,married,primary,no,1000,yes,no,unknown,16,178,1,-1,0,unknown,no
39,admin.,married,secondary,no,2319,no,no,cellular,7,84,1,-1,0,unknown,no
45,management,married,tertiary,no,0,no,no,cellular,24,523,2,-1,0,unknown,no
51,blue-collar,married,primary,no,1080,no,yes,cellular,25,110,1,-1,0,unknown,no
47,services,married,secondary,no,49,yes,no,cellular,18,250,4,-1,0,unknown,no
52,technician,married,secondary,no,945,no,no,unknown,20,16,8,-1,0,unknown,no
31,management,single,unknown,no,1023,no,yes,cellular,9,219,1,-1,0,unknown,no
56,retired,married,primary,no,681,no,no,cellular,20,204,4,-1,0,unknown,no
23,blue-collar,married,secondary,no,-213,yes,yes,unknown,26,87,2,-1,0,unknown,no
36,technician,married,secondary,no,58,no,no,cellular,3,24,2,-1,0,unknown,no
42,admin.,divorced,secondary,no,2397,yes,no,cellular,15,239,2,320,2,failure,no
41,admin.,single,secondary,no,224,yes,no,cellular,12,22,8,-1,0,unknown,no
55,admin.,married,secondary,no,8304,no,no,cellular,1,193,1,92,1,success,yes
29,management,married,tertiary,no,55,yes,no,cellular,10,235,1,-1,0,unknown,no
49,blue-collar,married,primary,no,126,no,no,unknown,3,60,1,-1,0,unknown,no
53,services,married,secondary,no,2925,yes,no,unknown,15,1392,4,-1,0,unknown,no
41,housemaid,single,primary,no,1179,yes,no,unknown,11,950,4,-1,0,unknown,no
31,admin.,single,tertiary,no,4041,no,no,cellular,30,1034,2,-1,0,unknown,yes
35,entrepreneur,married,primary,no,0,no,yes,telephone,21,26,10,-1,0,unknown,no
28,student,single,tertiary,no,80,yes,no,unknown,19,234,1,-1,0,unknown,no
45,management,divorced,primary,no,274,no,yes,cellular,4,101,1,-1,0,unknown,no
33,blue-collar,married,primary,no,240,yes,no,unknown,21,373,3,-1,0,unknown,no
44,blue-collar,married,primary,no,0,yes,no,telephone,5,408,2,350,1,failure,no
54,unknown,divorced,tertiary,no,2272,yes,no,telephone,19,88,1,189,1,failure,no
62,blue-collar,married,secondary,no,180,no,no,cellular,15,389,2,-1,0,unknown,yes
42,blue-collar,married,primary,no,608,yes,no,cellular,8,67,2,-1,0,unknown,no
45,blue-collar,single,primary,no,92,no,yes,cellular,25,99,7,-1,0,unknown,no
59,blue-collar,married,primary,no,1227,no,no,cellular,29,89,5,-1,0,unknown,no
29,admin.,single,tertiary,no,135,no,no,cellular,7,248,1,-1,0,unknown,no
49,technician,divorced,unknown,no,387,no,no,cellular,28,325,1,-1,0,unknown,yes
29,blue-collar,single,secondary,no,348,yes,no,unknown,9,185,2,-1,0,unknown,no
41,self-employed,single,tertiary,no,10346,no,no,cellular,14,352,1,182,3,success,no
46,unemployed,married,secondary,no,3533,yes,no,cellular,12,235,2,-1,0,unknown,no
32,admin.,single,secondary,no,620,yes,no,unknown,26,1234,3,-1,0,unknown,yes
63,blue-collar,married,secondary,no,641,no,no,cellular,27,417,2,-1,0,unknown,yes
57,management,divorced,tertiary,no,3287,no,no,cellular,30,277,2,337,1,success,yes
44,self-employed,married,secondary,no,465,no,no,cellular,22,160,1,-1,0,unknown,no
33,management,married,tertiary,no,806,yes,no,unknown,6,124,3,-1,0,unknown,no
54,technician,married,secondary,no,230,no,yes,cellular,21,401,1,100,2,failure,no
35,blue-collar,married,secondary,no,674,yes,no,unknown,30,274,2,-1,0,unknown,no
26,admin.,married,secondary,no,8,yes,yes,cellular,24,46,1,-1,0,unknown,no
32,technician,single,tertiary,no,6746,no,no,cellular,11,199,1,-1,0,unknown,yes
43,blue-collar,married,secondary,no,2160,no,no,cellular,2,169,1,-1,0,unknown,yes
33,blue-collar,married,secondary,no,-208,yes,yes,cellular,4,306,3,360,1,failure,no
44,management,single,tertiary,no,483,no,no,cellular,6,207,2,199,6,success,yes
53,admin.,divorced,unknown,no,257,no,no,cellular,11,1310,2,-1,0,unknown,yes
59,blue-collar,married,secondary,no,2605,no,no,cellular,30,85,2,-1,0,unknown,no
37,management,single,tertiary,no,-70,no,yes,cellular,29,147,2,-1,0,unknown,no
42,unknown,single,secondary,no,1456,no,no,unknown,12,56,1,-1,0,unknown,no
50,technician,married,secondary,no,-353,yes,yes,cellular,18,162,1,175,2,failure,no
30,technician,single,secondary,no,426,yes,no,telephone,17,127,4,111,6,failure,no
49,admin.,single,tertiary,no,228,yes,no,cellular,2,407,1,92,1,success,yes
47,self-employed,married,secondary,no,3279,no,no,cellular,21,189,4,-1,0,unknown,no
52,management,married,tertiary,no,7135,no,no,cellular,19,1032,3,-1,0,unknown,yes
27,student,single,secondary,no,1411,no,no,cellular,2,92,1,-1,0,unknown,no
25,student,single,secondary,no,8,no,no,cellular,22,107,2,-1,0,unknown,yes
30,admin.,married,secondary,no,5220,yes,no,cellular,21,108,1,-1,0,unknown,no
37,blue-collar,married,primary,no,403,yes,no,cellular,8,318,2,338,1,success,no
37,entrepreneur,married,tertiary,no,1284,yes,no,cellular,29,246,2,-1,0,unknown,no
28,admin.,married,secondary,no,6429,yes,yes,unknown,27,345,2,-1,0,unknown,no
27,admin.,married,tertiary,no,346,no,no,cellular,11,212,1,-1,0,unknown,yes
46,entrepreneur,married,secondary,no,245,yes,no,cellular,8,78,1,359,3,failure,no
53,technician,divorced,secondary,no,522,yes,no,unknown,14,230,1,-1,0,unknown,no
53,retired,married,tertiary,no,-22,yes,no,cellular,31,20,3,-1,0,unknown,no
47,self-employed,married,secondary,no,424,no,yes,cellular,9,432,1,-1,0,unknown,no
42,self-employed,single,tertiary,no,1225,no,no,cellular,18,104,3,-1,0,unknown,no
35,admin.,married,secondary,no,5270,no,no,unknown,16,110,8,-1,0,unknown,no
32,management,single,tertiary,no,223,no,no,cellular,29,365,1,-1,0,unknown,no
50,unemployed,married,primary,no,210,no,no,unknown,16,247,2,-1,0,unknown,no
49,admin.,single,secondary,no,-1193,yes,yes,unknown,3,73,1,-1,0,unknown,no
34,technician,single,secondary,no,-269,yes,no,unknown,17,102,3,-1,0,unknown,no
67,retired,married,unknown,no,2540,no,no,telephone,14,279,3,92,9,success,yes
31,technician,single,tertiary,no,13711,yes,no,cellular,20,1532,3,-1,0,unknown,yes
32,services,single,secondary,no,481,yes,no,cellular,13,150,3,174,4,failure,no
58,blue-collar,married,secondary,no,0,no,no,unknown,5,267,2,-1,0,unknown,no
32,admin.,single,secondary,no,344,no,no,cellular,26,530,2,-1,0,unknown,yes
30,management,single,tertiary,no,5389,no,no,cellular,6,1456,3,-1,0,unknown,yes
34,services,married,secondary,no,302,yes,no,unknown,7,124,1,-1,0,unknown,no
46,blue-collar,married,primary,no,588,yes,no,cellular,26,260,4,-1,0,unknown,no
35,self-employed,married,secondary,no,0,no,no,cellular,12,64,2,-1,0,unknown,no
32,technician,married,secondary,no,56,yes,no,cellular,8,126,1,359,5,other,no
57,unknown,married,unknown,no,2266,no,no,unknown,20,42,5,-1,0,unknown,no
32,management,single,tertiary,no,98,no,no,cellular,22,119,2,-1,0,unknown,no
51,self-employed,married,unknown,no,2094,no,no,cellular,8,458,6,-1,0,unknown,yes
53,management,divorced,tertiary,no,-187,yes,no,cellular,31,27,2,-1,0,unknown,no
26,admin.,single,secondary,no,141,yes,no,cellular,18,19,4,349,6,other,no
43,management,married,secondary,no,375,yes,no,unknown,6,196,2,-1,0,unknown,no
55,entrepreneur,married,primary,no,199,no,no,cellular,17,176,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,123,no,no,cellular,20,381,3,-1,0,unknown,no
34,self-employed,divorced,unknown,no,28,no,yes,cellular,8,245,1,-1,0,unknown,no
22,management,single,tertiary,no,374,yes,no,cellular,13,158,5,-1,0,unknown,no
34,management,married,tertiary,no,3301,yes,no,cellular,17,164,5,92,6,success,yes
42,blue-collar,single,secondary,no,24,no,no,unknown,14,229,1,-1,0,unknown,no
33,services,single,unknown,no,2297,no,no,cellular,27,527,1,-1,0,unknown,yes
44,technician,divorced,secondary,no,0,no,no,cellular,28,264,5,-1,0,unknown,no
34,housemaid,married,secondary,no,4,yes,no,cellular,8,81,2,-1,0,unknown,no
47,self-employed,married,primary,no,2559,no,no,unknown,20,374,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,521,yes,no,cellular,23,76,17,-1,0,unknown,no
52,housemaid,divorced,secondary,no,334,yes,no,unknown,17,422,9,-1,0,unknown,no
45,admin.,married,secondary,no,0,no,no,cellular,19,145,10,-1,0,unknown,no
52,blue-collar,married,primary,no,4660,no,no,cellular,18,82,3,-1,0,unknown,no
44,entrepreneur,divorced,secondary,no,1,no,no,cellular,31,388,4,-1,0,unknown,no
46,unemployed,divorced,secondary,no,3354,yes,no,cellular,19,522,1,174,1,success,yes
53,blue-collar,married,primary,no,1388,no,no,cellular,7,139,4,-1,0,unknown,no
32,housemaid,married,tertiary,no,834,no,no,cellular,11,144,2,-1,0,unknown,no
32,admin.,single,secondary,no,116,no,yes,cellular,16,255,2,-1,0,unknown,no
59,management,married,tertiary,no,315,no,no,cellular,2,591,1,176,2,failure,yes
31,admin.,married,secondary,no,1098,yes,no,unknown,23,427,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,79,no,no,unknown,23,125,3,-1,0,unknown,no
34,technician,single,tertiary,no,2257,yes,no,unknown,9,62,1,-1,0,unknown,no
37,self-employed,married,tertiary,no,865,yes,yes,cellular,9,332,1,-1,0,unknown,no
31,technician,married,secondary,no,0,no,yes,cellular,19,144,4,-1,0,unknown,no
58,management,divorced,tertiary,no,5701,no,no,cellular,30,354,1,87,1,success,yes
57,retired,divorced,primary,no,720,no,no,telephone,17,202,4,-1,0,unknown,yes
28,student,single,secondary,no,246,yes,no,unknown,14,162,4,-1,0,unknown,no
55,retired,married,secondary,no,0,no,no,cellular,4,1110,1,-1,0,unknown,yes
35,management,married,unknown,no,2326,yes,yes,cellular,16,319,1,-1,0,unknown,yes
47,blue-collar,married,secondary,no,820,no,no,cellular,18,262,1,91,1,success,yes
54,blue-collar,married,primary,no,1298,no,no,telephone,17,304,4,-1,0,unknown,no
41,admin.,single,secondary,no,0,yes,yes,cellular,7,166,1,-1,0,unknown,no
28,student,married,tertiary,no,327,yes,no,cellular,15,104,3,-1,0,unknown,no
29,management,single,tertiary,no,874,yes,no,cellular,16,231,1,181,2,success,yes
57,retired,married,secondary,no,485,no,no,cellular,2,79,2,187,2,failure,no
86,retired,divorced,primary,no,0,no,no,telephone,26,189,1,-1,0,unknown,yes
44,self-employed,married,secondary,no,313,no,no,cellular,6,211,4,-1,0,unknown,no
42,management,divorced,secondary,no,640,no,no,cellular,30,545,1,-1,0,unknown,no
46,services,single,secondary,no,897,yes,no,telephone,18,82,2,-1,0,unknown,no
33,self-employed,single,tertiary,no,562,yes,yes,cellular,6,196,1,363,1,failure,yes
39,services,married,secondary,no,0,yes,no,unknown,5,620,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,812,yes,no,cellular,23,245,1,-1,0,unknown,no
27,blue-collar,single,secondary,no,535,no,no,cellular,15,171,1,91,2,success,yes
51,unemployed,married,secondary,no,234,no,no,cellular,22,735,1,-1,0,unknown,yes
51,blue-collar,married,primary,no,1938,no,no,unknown,19,61,1,-1,0,unknown,no
51,management,married,primary,yes,57,yes,yes,unknown,8,61,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,-217,yes,no,cellular,11,313,1,349,3,other,no
27,technician,single,secondary,no,2,yes,yes,cellular,6,554,2,356,1,failure,yes
48,blue-collar,single,primary,no,185,yes,no,cellular,17,193,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,262,no,no,cellular,1,339,1,-1,0,unknown,yes
39,technician,divorced,secondary,no,8,no,no,cellular,29,1028,2,-1,0,unknown,no
50,admin.,married,secondary,no,219,yes,no,cellular,15,419,7,-1,0,unknown,no
38,management,divorced,tertiary,no,714,yes,no,cellular,7,163,2,-1,0,unknown,no
35,admin.,single,secondary,no,1016,no,yes,cellular,5,418,2,-1,0,unknown,no
39,technician,single,secondary,no,709,yes,no,cellular,10,441,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,512,yes,no,unknown,16,343,1,-1,0,unknown,no
39,management,single,tertiary,no,1682,yes,no,unknown,2,174,1,-1,0,unknown,no
39,services,married,secondary,no,323,no,no,cellular,9,874,2,188,6,failure,yes
41,unemployed,married,secondary,no,5608,no,no,cellular,9,64,2,-1,0,unknown,no
59,retired,married,primary,no,0,no,no,unknown,16,39,1,-1,0,unknown,no
57,retired,married,secondary,no,283,no,no,cellular,7,123,2,-1,0,unknown,no
37,housemaid,single,secondary,no,465,yes,no,cellular,18,899,3,-1,0,unknown,yes
31,admin.,single,secondary,no,19,yes,no,cellular,18,1978,1,-1,0,unknown,yes
52,technician,married,secondary,no,786,no,no,cellular,8,310,1,-1,0,unknown,no
55,management,married,tertiary,no,2366,yes,yes,cellular,30,94,4,-1,0,unknown,no
33,services,married,secondary,no,0,yes,yes,cellular,7,487,1,-1,0,unknown,no
43,entrepreneur,married,secondary,no,0,no,no,telephone,4,6,4,-1,0,unknown,no
29,services,single,secondary,no,32,yes,no,unknown,4,563,1,-1,0,unknown,yes
45,blue-collar,married,secondary,no,577,yes,no,cellular,13,154,2,350,3,failure,no
52,admin.,married,secondary,no,1933,yes,no,unknown,21,153,4,-1,0,unknown,no
45,entrepreneur,married,tertiary,no,20138,yes,no,cellular,20,871,5,-1,0,unknown,yes
54,blue-collar,married,secondary,no,1765,yes,no,unknown,14,188,1,-1,0,unknown,no
37,blue-collar,single,secondary,no,240,yes,no,unknown,6,246,1,-1,0,unknown,no
33,self-employed,single,tertiary,no,658,yes,no,cellular,21,307,1,208,1,success,yes
48,technician,divorced,secondary,no,94,yes,no,cellular,12,87,2,-1,0,unknown,no
53,management,married,primary,no,-421,yes,no,unknown,26,543,4,-1,0,unknown,no
53,blue-collar,married,secondary,no,208,no,no,unknown,20,333,15,-1,0,unknown,no
33,student,single,unknown,no,242,no,no,telephone,3,320,2,-1,0,unknown,no
35,unemployed,married,primary,no,494,yes,no,unknown,15,71,4,-1,0,unknown,no
28,services,single,secondary,no,298,no,no,cellular,29,914,2,-1,0,unknown,no
39,admin.,divorced,secondary,no,458,no,no,cellular,21,744,2,-1,0,unknown,no
38,self-employed,single,secondary,no,592,no,no,cellular,6,275,1,-1,0,unknown,no
48,blue-collar,divorced,secondary,no,65,yes,no,cellular,14,146,1,370,1,failure,no
39,technician,single,secondary,no,391,no,yes,cellular,30,962,4,-1,0,unknown,yes
48,blue-collar,married,primary,no,5154,yes,no,unknown,14,70,1,-1,0,unknown,no
34,self-employed,single,tertiary,no,1798,yes,no,cellular,13,196,3,-1,0,unknown,no
43,services,married,secondary,no,2478,yes,no,cellular,28,347,1,230,1,failure,no
53,services,married,unknown,no,164,no,no,cellular,29,139,1,-1,0,unknown,no
35,services,married,secondary,no,-197,yes,no,unknown,26,103,1,-1,0,unknown,no
38,services,divorced,secondary,no,-10,yes,no,unknown,17,61,2,-1,0,unknown,no
34,management,married,tertiary,no,-123,yes,no,cellular,14,64,3,-1,0,unknown,no
48,blue-collar,divorced,primary,no,323,no,no,unknown,2,230,2,-1,0,unknown,no
59,blue-collar,married,secondary,no,0,no,no,telephone,24,393,3,-1,0,unknown,no
54,technician,married,tertiary,no,4582,yes,no,unknown,15,165,1,-1,0,unknown,no
